name,logo,slug,createdDate,opensea,floorPrice,totalVolume,totalSupply,numOwners,marketCap,hasReport,testResult
Forgotten Runes Wizards Cult,https://lh3.googleusercontent.com/rfEd3YcRfS8Hk8YcZjD20Vrqu8XTazvnzklVN9pUcROrwhoLO8RbP0yiBQuemgGPpWMgEDGU7qO164x42GRn60Xv6aeFbdZkttzBjx8=s120,forgottenruneswizardscult,2021-06-29T10:49:13.763292,https://opensea.io/collection/forgottenruneswizardscult,0.9,5004,9625,2451,10970.58701742954,true,topCollection200.md#forgotten-runes-wizards-cult
Gambling Apes,https://lh3.googleusercontent.com/L4UK_wLnVUUL1BPUgex4ntWhS-IREHFKR6nxqFrxervu7iumFc9Za6cSVK6o8wGfPlmLpIFgzLHsq432a9_SMT7y2LXVTpbDwNkvFQ=s120,gamblingapes,2021-09-05T13:50:53.810767,https://opensea.io/collection/gamblingapes,0.36,4907,7775,3566,3232.971484254687,true,topCollection200.md#gambling-apes
HeadDAO,https://lh3.googleusercontent.com/JRXwsJJ0RexPHPd1jQf88efrIsepmn6URx9GyTGd9pba6S-7xJj3fXh5uIdeKjbi2AkBS-8Gsp1gU-LKIOhfi8Z3zYH894bN0yofxhk=s120,headdao,2021-10-17T21:57:12.095051,https://opensea.io/collection/headdao,0.443,4900,9999,1783,6229.520685372089,true,topCollection200.md#headdao
Party Ape | Billionaire Club,https://lh3.googleusercontent.com/XuNPbnt2IMjSrzmTEd8aZZyJRh2KQr2kauOB0IlvCcoPPzS7vSLvYzbDzVDFZS5M7aMIjyJ5FSf1zO8Y5k3NZvrLu4cqoWjlMAxe=s120,billionaireclubnft,2021-10-14T20:49:30.619491,https://opensea.io/collection/billionaireclubnft,0.57,4887,10330,5364,9021.71554274837,true,topCollection200.md#party-ape-|-billionaire-club
Galaxy Fight Club,https://lh3.googleusercontent.com/AG-bMrIZAa8Gby3GSuacvR7KWfD3AIvFD1H7r9-3z_iIm1GI9n6NBt573G_xeQq-RggWtmJkU27wLX9sE_ZJViL-wFpd88y8ewjT6g=s120,galaxy-fight-club,2021-08-02T15:51:00.852429,https://opensea.io/collection/galaxy-fight-club,0.54,4875,10128,2465,6461.878974967742,true,topCollection200.md#galaxy-fight-club
DeadHeads,https://lh3.googleusercontent.com/m4u8qv8O3DsDz9pZo1_jAOBD9p67j5KoSTcgVy2JwfuDI1Bw309v0bPUwAKlJqpsUem1tzEZmqfeXMn1ZgIXBGdzzEBuyaSuPYi38A=s120,deadheads,2021-06-30T03:04:05.461379,https://opensea.io/collection/deadheads,0.23,4863,10000,3318,3143.178368996752,true,topCollection200.md#deadheads
BullsOnTheBlock,https://lh3.googleusercontent.com/_NtqXix6Pg4hOouZyg8n6BpC5fHwQ-xEzoEo_XbFFJYWg0GtpfpDZmnt94z9cgNBluRHHTAikPLrd8r6QIRqkx8Sv8MWts8Di8JD=s120,bullsontheblock,2021-06-27T16:45:51.257870,https://opensea.io/collection/bullsontheblock,0.119,4782,10000,1759,1878.7142857142858,true,topCollection200.md#bullsontheblock
Capsule House,https://lh3.googleusercontent.com/jzt7Uq5x6lN4PsVC9R_AU2RUujBEw1Pfe6ygJbKc4YRR9r6c8x8dFmh-hYarCcmVQfvHJMjNUKR2tN4g96Tmv-3YyxyQspva78GWZg=s120,capsulehouse,2021-09-28T04:59:44.631052,https://opensea.io/collection/capsulehouse,0.22,4773,10000,3001,6553.59296875,true,topCollection200.md#capsule-house
REMIX! by APE DAO,https://lh3.googleusercontent.com/oJecoeoh-bK7u55-FI1DDci9kit6ZVu7LZ6STFR2Op4WEyZ605Ak_auhVn-2UcC485mw0WXSE8JR4b8zUtz7KkCob7mp-ARQ22Sa=s120,ape-dao-remix,2021-09-16T07:39:51.225569,https://opensea.io/collection/ape-dao-remix,0.14,4772,5550,2619,1280.5776971466898,true,topCollection200.md#remix!-by-ape-dao
Avid Lines,https://lh3.googleusercontent.com/csTwo6-qkzy2jje1WWJQI-T0Eto5EL356rXF02QnaOcaJl1jc7na1K4kpCtAf9HHqP2tXfqxaR5y5oYRQG9VnHzkWscCIEN9FVHhoy0=s120,avid-lines,2021-07-20T22:14:47.310502,https://opensea.io/collection/avid-lines,5.9399999999999995,4723,500,269,2500,true,topCollection200.md#avid-lines
The Yakuza Cats Society,https://lh3.googleusercontent.com/8etOAMuHy_ShLCXQlnq9tAnrYuQWYFzsy2CZTJgZSvCvZ0qVXxtuGtn67NMJ9o7rr_QDrtISgPOg0yQn-v_z6aqbdtZs7TXRNG-VRg=s120,theyakuzacatssociety,2021-09-27T04:18:21.211731,https://opensea.io/collection/theyakuzacatssociety,0.23,4610,8929,3608,2805.8103217818184,true,topCollection200.md#the-yakuza-cats-society
Boonji Project,https://lh3.googleusercontent.com/M5eV3dgE01GIJbt7VZ-Vx4B2Xo42RaFXGT3R-ynrwmrqDEAoq1MacTZlRgYuSPHk6jD73X1l18H5CIg0ZPy7xUSA-p_1GsSWQT9cLuQ=s120,boonjiproject,2021-10-20T17:59:49.601337,https://opensea.io/collection/boonjiproject,0.28,4518,11111,6095,6953.5888617472865,true,topCollection200.md#boonji-project
Monkey Bet DAO,https://lh3.googleusercontent.com/16TrsPU1_FWXMd1byF-z5kAEbjQOIgenS6TPJWiEgJePJ7MyOPr8HTIFFbbd47sPouGuVJzbmwRI1W5WK5T5gepgmb3crO-Dw49QDA=s120,monkeybet,2021-08-28T14:10:40.164023,https://opensea.io/collection/monkeybet,0.25,4413,10000,3213,3320.6438356164385,true,topCollection200.md#monkey-bet-dao
Async Art,https://lh3.googleusercontent.com/GHuVPCTdGQZvPQc-Q8sSDXkNg_RepaUOZk5J6cU9AKzwfABb2lOkA3pB_5i_CJPDzmzrRchZtZdM5zNrxaN40HY=s60,async-art,2020-02-23T08:13:57.798432,https://opensea.io/collection/async-art,,4346,3198,896,1576.081,true,topCollection200.md#async-art
Playing Arts Crypto Edition,https://lh3.googleusercontent.com/r_FjOKuJFPK8u1m80r_N2HoX_fOjv8cjBPjfHLUQPqCNZfRd4WvjaUY9UdUTr6p4dUokE0m8_z6dTYoLMmIpaWmeSoOU9MDkcEBDwA=s120,cryptoedition,2021-08-19T08:54:51.079145,https://opensea.io/collection/cryptoedition,0.06,4345,7830,1525,1975.0107272727273,true,topCollection200.md#playing-arts-crypto-edition
Fang Gang,https://lh3.googleusercontent.com/8BXgxA6u8FGDObMKsl2ScugOEv05jkF1aij8BlXs9H2_DaVYTMf3mTPa1vGFCX2vLD2EKC879xhiXt6iJEh6xK560dCCwKwMXatYRjI=s120,fanggangnft,2021-08-28T15:57:18.777956,https://opensea.io/collection/fanggangnft,0.0657,4270,8888,4111,1117.085811111111,true,topCollection200.md#fang-gang
Voxies,https://lh3.googleusercontent.com/2wMNoHCnxCHOZEqeCeBj9CT9atRLOVt7Gl6Oh0Rw_TIDxx7tNes9Os4xWT7V_9iDOLMdmhUPG6MUySmbggCTEaYsdIWUO8RnsBMt0Q=s120,voxies,2021-03-29T04:08:28.050626,https://opensea.io/collection/voxies,0.48,4252,10000,1579,10169.331530612244,true,topCollection200.md#voxies
Gutter Rats,https://lh3.googleusercontent.com/Xz4jA8j-PDDJK_THGjYhEire5ZsE4dXKZSMqxW5Dut0H-mgNiEasEm6-C4EnwVhZ5J9WHqBG9zT14gF7XnlGjMBqzhP66UmZq7V_AQ=s120,gutterrats,2021-07-10T17:30:10.043466,https://opensea.io/collection/gutterrats,0.540441,4115,2984,1742,2280.3396444444443,true,topCollection200.md#gutter-rats
Eponym by ART AI,https://lh3.googleusercontent.com/-dTDrhe_0fluAn7qP4GNHFZ2h3dL4GFdp_bkBwo-YSk5NljVuf2fQ1Tw8dTNol5_a86S95Msw9PbRmaaZcFKUGCZ_TkIec5My48_JAE=s120,eponym,2021-10-10T12:21:12.387150,https://opensea.io/collection/eponym,0.58,4010,10000,3461,6155.7498295502055,true,topCollection200.md#eponym-by-art-ai
BCCG,https://lh3.googleusercontent.com/lcpoI_5KaLJO8LA6Y0dx42FyTOvZne-tW4EKtoD9UdL6Vdk2UANPwo531EWSslwySarGdu3C9shBAJQsyhoasCa1=s120,bccg,2020-10-31T13:05:53.321580,https://opensea.io/collection/bccg,,4006,53,1764,0,true,topCollection200.md#bccg
The Superlative Secret Society,https://lh3.googleusercontent.com/KXiwhGlX-mGtcqDt1OYoWoZWa7kPvaKNx3g_ZJGa34SGz2H1FmH7NWqJTGWVftAECvz2H89QiNpmlQ6gzqN_vMjgkp6FzU6pRNfg8g=s120,superlativesecretsociety,2021-09-15T12:04:32.313475,https://opensea.io/collection/superlativesecretsociety,0.29,4000,11110,5732,4785.181434821402,true,topCollection200.md#the-superlative-secret-society
The Official Surreals,https://lh3.googleusercontent.com/5TNn5wVTyXOPVbC_BaCdHGYahiptP84lpb3F_nTdeXL8hFx5rdxwlj-cOPjZ3pq_WLbLxHErSyu0uDV8ybgQFZJMLOgRPUdkNUX-Aw=s120,official-surreals,2021-10-01T19:00:54.826241,https://opensea.io/collection/official-surreals,0.073,3945,9999,4924,1653.078646894737,true,topCollection200.md#the-official-surreals
Dapper Dinos NFT,https://lh3.googleusercontent.com/epJWVSnNq_1vN_May9EpOVGNUmfIHQ3hkgqv98dqGI8A9QjB4LhGlvqr3hAzjXozHUxe-Du7ZOBDY1ycZAqXHQO0pUzwVjiDkj3NKA=s120,dapperdinosnft,2021-09-14T03:18:58.544253,https://opensea.io/collection/dapperdinosnft,0.159,3893,9926,4695,2621.911315525808,true,topCollection200.md#dapper-dinos-nft
CryptoDickbutts,https://lh3.googleusercontent.com/vw-gp8yUYkQsxQN5xbHrWEhY7rQWQZhIjgO2tvLxu46VY6iwulwWZt5VFS2Q9gy9qJaiJk8QspZs0qaM9z1ODeIyeUUseABOxdfVrC8=s120,cryptodickbutts-s3,2021-07-28T17:36:48.123309,https://opensea.io/collection/cryptodickbutts-s3,0.543015,3860,5200,1470,5245.658494594594,true,topCollection200.md#cryptodickbutts
PEGZ,https://lh3.googleusercontent.com/KOoa54TOMeHJPH6jntse0DhFOSoWhCefX8k7E0iS4Nrg0snkJz48JMy6LCXSUCjI1s0dFpQoWNTEBHVY4xBhysu0I0-ezu14Z_AL-g=s120,pegz,2021-06-04T07:14:33.439143,https://opensea.io/collection/pegz,88.88,3859,103,56,0,true,topCollection200.md#pegz
Ether Orcs Legacy Page,https://lh3.googleusercontent.com/Pd-p_2lBcIQM23ChsDcMNIA1ES_3ATMIzeazRSHS9IyvqHdDK6INESgDYd2FyoFGNJKDJC20USkgU9WKyRNiG_fgYQryiR_iB-_piA=s120,ether-orcs-legacy-page,2021-10-11T11:30:58.027214,https://opensea.io/collection/ether-orcs-legacy-page,,3768,2230,9,0,true,topCollection200.md#ether-orcs-legacy-page
Fortune Media,https://lh3.googleusercontent.com/lyVxd2LVhwUaa3lzKMR1wYz0XoSf50ZAYw2juf-f_yqXA3Fo5hzbert2b8yEHN7ACHBgHTnYOExKD80M715s0ByzxZGvNXPS64mCiQ=s120,fortune-media,2021-08-05T16:45:36.964776,https://opensea.io/collection/fortune-media,,3720,4,220,6.866666666666667,true,topCollection200.md#fortune-media
TheHeartProject,https://lh3.googleusercontent.com/Xgx0cYJjfcbZI1tNOwBwlvtrcDAIm8aAP6U5Hkf7khEKmt5L-i7FGoc83RXvW6pg-oTy4x6HKlbjCTioqbA_Yqq-LhBQe7TMDse7CQ=s120,heartnftproject,2021-09-23T22:01:27.001772,https://opensea.io/collection/heartnftproject,0.11,3704,9787,4787,1448.9670374095745,true,topCollection200.md#theheartproject
The Wanderers,https://lh3.googleusercontent.com/eb4sx9jFK9EXFjdU5JzwesKvK8wNxHC1hRn5OZ-a08X-U6pglqGHvzlqPDlzTepp7DiBURY-gIfVkNNHjBukKpWO3LNf8lFe62fiLvg=s120,the-wanderers,2021-08-12T23:41:32.147876,https://opensea.io/collection/the-wanderers,0.295,3683,8888,4383,3698.7682374552614,true,topCollection200.md#the-wanderers
The KILLAZ,https://lh3.googleusercontent.com/Y7kPiyRI39EkZz8Bhp1_-QAVyjcih5jz7x-2VBwOHnHnmoEk5DeVju_o9001FbF2sBkMwiwVUfZTLwkBosPiguNl9FZlF_XDYmTe=s120,thekillaz,2021-08-18T23:45:01.767714,https://opensea.io/collection/thekillaz,0.039,3629,9971,4209,1078.1131590243901,true,topCollection200.md#the-killaz
StackedToadz,https://lh3.googleusercontent.com/wuOw95p1lsHYKD3GhVlwszXrozPElEDWXYyz7VdhKZVlP--m_l_Gmd9C9OcjYoYJmhrUfbA5bYhJAsmZ59t0msJzNZT3HQ-o2wbh=s120,stackedtoadz,2021-10-01T22:29:04.492216,https://opensea.io/collection/stackedtoadz,0.0936,3593,2999,664,359.3520070422531,true,topCollection200.md#stackedtoadz
Party Degenerates,https://lh3.googleusercontent.com/so2WQ5_GY72dOEffETYPsjc5Z1gv35qHITyikSRdqhtxYWaXqH4mRuBmxz1m0fFe-qGCPoCLZrND3zlpTi2OWWJipln9P66vVIGr=s120,partydegenerates,2021-10-17T18:40:10.900270,https://opensea.io/collection/partydegenerates,0.29,3591,9995,4199,7693.114706504396,true,topCollection200.md#party-degenerates
Royal Society of Players,https://lh3.googleusercontent.com/pD7CaZQGBaVf-IwBi4KQdkFDlM_2bXyTgDXJCHp0Y98Ca1fNgm266WzrOCNZFT_DMs4zat7Zu8tDolatTuINQOb1jMjfhEYiXSnaoQ=s120,royalsocietyofplayers,2021-07-22T20:33:43.489339,https://opensea.io/collection/royalsocietyofplayers,0.0997,3546,9999,1624,2406.2421103448273,true,topCollection200.md#royal-society-of-players
MonsterBuds,https://lh3.googleusercontent.com/N3MrEO_o6FsckfTIRBapeDxC9IyO2nw6us4D0LbUwqOKLA6m_jfT-HTnzg_GA8xyto7FaEGNGFpXVRrS5Gubtr4v48ts2Im7vIAyRQ=s120,monsterbuds,2021-09-21T07:03:52.831424,https://opensea.io/collection/monsterbuds,0.0286,3540,11863,3447,1056.8139755813952,true,topCollection200.md#monsterbuds
PolkaPets TCG,https://lh3.googleusercontent.com/1PD-sO-BokG4bezW7UrlhW8491Blxv6j5ia5ZmAFUWTqfxNNM4f7B9mWr7mh0SuehCHnIH8rvkIA4Ug-JdS7jLlc60weamJf3Ht8MQ=s120,polkapets,2021-01-27T02:36:31.308470,https://opensea.io/collection/polkapets,0.04,3432,37,4273,5.622133333333333,true,topCollection200.md#polkapets-tcg
Sappy Seals,https://lh3.googleusercontent.com/c_wASW_EH06TmUJTAfZ9HYAx8rhKbu3SbOqpHHp0OistKOTJcPDjhSBg3S6OM3HG9ivBpVVtSnKkNJKilZQCc_8V1kTG7JQDSzmWoQ=s120,sappy-seals,2021-08-31T20:50:16.657151,https://opensea.io/collection/sappy-seals,0.135,3406,9999,4277,2217.6865276039102,true,topCollection200.md#sappy-seals
Omnimorphs,https://lh3.googleusercontent.com/S36Gqs6mWRd2EpeG3QCY6HubD0O1k_sTslOJbtnx5Lg5EWiebyBhLGJIjebNqfTGU-ALVuUY6_CwGXbc_-ZxXne6T-3pYXqpjKpk=s120,omnimorphs,2021-09-11T09:09:24.192511,https://opensea.io/collection/omnimorphs,0.036,3335,10000,4214,879.7794520547945,true,topCollection200.md#omnimorphs
Bored Mummy Waking Up,https://lh3.googleusercontent.com/KbLqxFD_JsSdyMKtabR8Mf_qrinLu9EOkL4HWhQm5bsCdlf-Nh54wBxva7_gmEnoLNFxw6OZSAgVwDBnNoO97_im2VSSsqRkyr0gTQ=s120,bored-mummy-waking-up,2021-08-08T03:19:43.684322,https://opensea.io/collection/bored-mummy-waking-up,0.1249,3301,8888,3721,1916.3072974736842,true,topCollection200.md#bored-mummy-waking-up
FoxFam,https://lh3.googleusercontent.com/ZdUz4EOKP8ItbaP0z8m6quH7s75ODBNtqYzZBJC8SE_CV4xHZMTArEQAIzcBIUYuK5uy-M4fmC_C9zSPZTpSrGh8Ypij7NiQXiYDGA=s120,foxfam,2021-10-02T15:31:26.142212,https://opensea.io/collection/foxfam,0.149,3262,10000,3052,2416.639330985916,true,topCollection200.md#foxfam
Mutant Garden Seeder,https://lh3.googleusercontent.com/mY2Hg89KV-nwuseqgRuoPlypStnzyejeLkh6vg0_UPjp1GNYv0AldnvotDwGu67zdwxmcWefUZKrnX57vb0OPK5m5CRFawAGcHZuSQ=s120,mutant-garden-seeder,2021-06-16T07:24:42.023710,https://opensea.io/collection/mutant-garden-seeder,9.0,3180,513,271,4847.849999999999,true,topCollection200.md#mutant-garden-seeder
NAH FUNGIBLE BONES,https://lh3.googleusercontent.com/faXz0s6roikhZxU2XScsxECiRnFuuWbPHBAb3mPJrIJuNNB2GPLoAhBHkaPgbwCsAd7ObywHtYQ20nicc7dpl88-Kfj_L458CMgb2Q=s120,nah-fungible-bones,2021-09-19T19:42:23.860031,https://opensea.io/collection/nah-fungible-bones,0.032,3129,10005,4905,629.65467,true,topCollection200.md#nah-fungible-bones
Crypto Cannabis Club,https://lh3.googleusercontent.com/2_6XwdevU75AWQ7MZ7NhDvCnKwt7OGyx_1eMyjTMZkGC6IFxDBgPbUU0fu5luDEXABrjb4I9pN84xdBVzF01Dn63SlT8GbXW7ENn=s120,cryptocannabisclub,2021-07-30T20:22:07.249710,https://opensea.io/collection/cryptocannabisclub,0.124,3111,10000,3822,2024.2552117021278,true,topCollection200.md#crypto-cannabis-club
ZombieToadz,https://lh3.googleusercontent.com/aM2yHZF0yNAUiIWpnr-0Nl3xm4hfikLoc8fSYWq1JawgaYfFtKtVWaHTaWlcpFmVPWMn7EY-esrDquRr86Hp3JUPzXZJ107PIpsCsg=s120,zombietoadzofficial,2021-09-26T19:55:02.146859,https://opensea.io/collection/zombietoadzofficial,0.0799,3059,5554,1699,572.4832241584159,true,topCollection200.md#zombietoadz
Bamboozlers,https://lh3.googleusercontent.com/GSmGUTC6fxXfZjyqKOJ0NoV-4xTUeG8WppFNz0qzhFjtu0wmJnJQnRGLHukPaGt__CMpx5m3soV0aUArq1INTIQaVe2oOlCfegNCPFA=s120,bamboozlers,2021-10-10T03:58:41.388395,https://opensea.io/collection/bamboozlers,,3038,10000,805,779.4285714285714,true,topCollection200.md#bamboozlers
Party Penguins,https://lh3.googleusercontent.com/2wlF4lC7DrqMlxzRWHWMql68YpZrn_dKPVx3GTUWLZOCgowIvIUCRDE96liQxEP7_cI8AWQd-q5jN82ofIJz8Gv0HeHXbC_rVI4qXGo=s120,party-penguins,2021-07-27T18:58:59.243987,https://opensea.io/collection/party-penguins,0.037,3024,9998,3416,594.8810000000001,true,topCollection200.md#party-penguins
Gauntlets,https://lh3.googleusercontent.com/F2CCKlvej5J8xiGuF-iXCU4xu7vkRq7tIQX6ZfwQ5uEbHKAJJTNoGJ6YjTbraWJJG1vG94QbydTW0TO00HhygJwI5BTv-N9lTmuW9A=s120,gauntlets,2021-08-15T17:02:34.617386,https://opensea.io/collection/gauntlets,0.147,2959,10000,3610,3992.8113207547167,true,topCollection200.md#gauntlets
Fatales,https://lh3.googleusercontent.com/PyK5eFdzH8SMwlVenCbwFV6lsEf5iYsAgS5InxpmxE4fl4NeHxMcAyVRV_DM7OkPASOqkxl3oTRDrY5tIIM14pO43dd-gFq__4t1M4U=s120,fatales,2021-08-30T23:35:03.923611,https://opensea.io/collection/fatales,0.025,2958,10000,3606,753.2058823529412,true,topCollection200.md#fatales
Ether Cards Founder,https://lh3.googleusercontent.com/4FIttWHpHHSf7chJgYF4S46SO4xoCFUx7tWLiheieuquYwc0_bWq9aRsR52D2PWFDRWlP8JAV5HJ9_xwRjXVcKQRicFjo1ge8MxDCA=s120,ether-cards-founder,2021-03-17T19:41:02.933367,https://opensea.io/collection/ether-cards-founder,,2899,10000,1569,6301.707843137256,true,topCollection200.md#ether-cards-founder
Claylings,https://lh3.googleusercontent.com/z1aET_7ouxzoiygPvJn5IwnWkK4nIxssPsf6pQvwPPWgt9jp1i8z4GHD_J2FTqiS52L4Of-J22mhvL-SbihRx0eFeu79ZA2phIYnJA=s120,theclaylings,2021-09-18T18:16:44.248278,https://opensea.io/collection/theclaylings,0.11,2890,4040,2147,862.5171320754717,true,topCollection200.md#claylings
OnChainMonkey,https://lh3.googleusercontent.com/DiZDS55tz4x8hmupgiNQxHHq1kuts0n83RNwpytSpNJ90IKyNxRzDLMVPtCQOBd5IlEjE5nlvwXISh065KHXfOS7F5tS-Dvdh-dTMis=s120,onchainmonkey,2021-09-11T22:46:46.944520,https://opensea.io/collection/onchainmonkey,0.34,2870,9500,2905,4150.030452013604,true,topCollection200.md#onchainmonkey
HalloweenBears,https://lh3.googleusercontent.com/L6kw5mCsBs3iXQ9noufMDh4VBmrig73VyguCLkz6T-mc6MbqOMs8MeNpTSg71IBqkjWoYZpYagNQM2yn2yqGOtFRd7FW6-2yWkAk3H4=s120,halloweenbears,2021-10-12T00:22:55.251182,https://opensea.io/collection/halloweenbears,0.12,2852,10000,2851,1372.6163159794526,true,topCollection200.md#halloweenbears
Waifusion,https://lh3.googleusercontent.com/TrltscwBLgNJMM_jgHDU9f1GMR5xEfvC2SNwyqest2_3yN6icrtWQIvQTJRTA1WyGKP3qkOskrHMGyKDiXclLC0BWTB77mD0BWQ5xg=s120,waifusion,2021-03-01T18:55:13.879131,https://opensea.io/collection/waifusion,0.055,2836,16385,1867,2674.85125,true,topCollection200.md#waifusion
Generativemasks,https://lh3.googleusercontent.com/6_c9r0Tu7gz9gUk7Hr-RDsU9xKvzWoYBcHCFe5nqlukUXdeQykXm4SZXV250vrl-j-PaaNtpC-codkgCFAKXWNaKktURfnDzgLoVqQ=s120,generativemasks,2021-08-12T03:02:13.389615,https://opensea.io/collection/generativemasks,0.068,2831,9999,3593,1048.99509,true,topCollection200.md#generativemasks
The 140 Collection by Twitter,https://lh3.googleusercontent.com/H3h0VnG9Ejh6lA4ZDKhfSmVMvfVEk4CBkshSavo4aN24POglK_g-zrk9YhkrkoKPtCThrOg832EOqnoeTcpSFZ_i6L-kvHZq-aMZCJk=s120,the-140-collection,2021-06-29T22:16:03.575069,https://opensea.io/collection/the-140-collection,,2815,7,102,0,true,topCollection200.md#the-140-collection-by-twitter
Nifty League DEGENs,https://lh3.googleusercontent.com/eJhIV33weRWP-pYJq9GUQtccP5WYtRWCuZKfzqX3HiclTx_3YOrCQ3nR34LPK3YpU49ezSXRdaCV4VyG53FXIa0aJyo1YkDQTYGLGw=s120,niftydegen,2021-09-22T09:49:36.205865,https://opensea.io/collection/niftydegen,0.39,2813,9900,4176,3881.453537772869,true,topCollection200.md#nifty-league-degens
Rogue Society Bots,https://lh3.googleusercontent.com/j3gz6yeLV6guQnCxFi1VtbrX54Tl4tivShxIxTj0s1Joee2I7fJ5zzywjnlp9zWNevgBeXE1HfntiDtGTl0e5seSB4ohpy3KEKoqXA=s120,roguesocietybot,2021-09-03T17:47:22.843294,https://opensea.io/collection/roguesocietybot,0.018,2809,15777,6860,884.327720203125,true,topCollection200.md#rogue-society-bots
Crypto.Chicks,https://lh3.googleusercontent.com/4Cvoke4noIRasGWubMZYdaA8FwwEtxfQyNDzlskiLi76j1Rr9ouR5ZWSqR5O6qsV8F4bFWInwa_3MZcJNB0xn7LR36CtjCOYp1-cEQ=s120,the-crypto-chicks,2021-09-19T23:28:05.624840,https://opensea.io/collection/the-crypto-chicks,0.0899,2780,9999,3357,1300.0798555555557,true,topCollection200.md#crypto.chicks
Axolittles,https://lh3.googleusercontent.com/4XS5eZoT650ZUZSmJAqA5Tw6BIeZevkvZEdb1kPiB80J17GhgYclqrMVGFTnFWkI5svRElDgaPhCUVPNzg-0hbnnAU2TKsunhtVtYw=s120,axolittles,2021-09-06T09:51:20.558134,https://opensea.io/collection/axolittles,0.0749,2760,9999,4344,1387.0191789473683,true,topCollection200.md#axolittles
Goons of Balatroon,https://lh3.googleusercontent.com/B3Q-ki2HbkPNoX2Y3RvEoNS9IFQTehVRq7v0w2qBcPMwygtWkhmhY7r-MmmO-c4ss4mpk9YF0Aor5yuYOViIFbDxuL7Hr4PZxn0cQA=s120,goonsofbalatroon,2021-08-09T07:12:57.721748,https://opensea.io/collection/goonsofbalatroon,0.105,2757,9696,3471,1768.5492592941177,true,topCollection200.md#goons-of-balatroon
NFT Siblings,https://lh3.googleusercontent.com/TVmRo4_yVDKVcY1CBVHB5Jtp2c9697T4mjKne1aoEXdB35jeKqkMlOPaqKX9VlHg2wwqA0kPtoUheARFLRRZDV1d7OCKjV0RaESWNw=s120,nftsiblings,2021-08-12T19:42:34.339454,https://opensea.io/collection/nftsiblings,0.109,2756,10100,2396,1549.8367213114755,true,topCollection200.md#nft-siblings
Cypher by Hideki Tsukamoto,https://lh3.googleusercontent.com/w4aZjvr6dpPfkSqSZjiYodI_zFawDfu4e3SnqK27_t9EPp7KXPcPhCSrhMjLprJxPP8CRopj_PIr0z-J5H5ImimJxidRmxkBppiU=s120,ht-cypher,2021-08-14T22:19:35.145219,https://opensea.io/collection/ht-cypher,1.3365,2753,1024,553,1208.32,true,topCollection200.md#cypher-by-hideki-tsukamoto
CryptoZoo.co,https://lh3.googleusercontent.com/4I3_hNwRuaaH_mDcG89hDdMOt1mV3GzTCKHhyp5WbSqJ-UeirGwpnLikGv8lcsTzWVqiFipeGViXsMxaGsEdAvmHIWgLxkzc03eJkw=s120,cryptozoo-co,2021-09-03T23:06:38.267378,https://opensea.io/collection/cryptozoo-co,0.35,2746,4160,1748,1362.8746857142858,true,topCollection200.md#cryptozoo.co
Woodies Mint Passport,https://lh3.googleusercontent.com/N-fAM0u4qa-17rbP_1-MGD04NmBWpsbtNiTdXnSjTVpa7jjrJHHMTmxc9-0r4rSo5xXPm6EU39bI3cx78jyXyMre8sXAEiEQVCOW=s120,woodies-mint-passport,2021-09-17T16:19:16.049956,https://opensea.io/collection/woodies-mint-passport,,2737,3,1689,0.7694218965517241,true,topCollection200.md#woodies-mint-passport
CreatureToadz,https://lh3.googleusercontent.com/wvlGZLaD6Pl1FozAi0ih4wkMW9vn_72VDrfvZk3h48kNSOdY-CynzrWRHJfuBS7CTi0wGc_sxr9kp-_DWbhpGzmaAX7ZQLtXjJ5-8g=s120,creaturetoadz,2021-10-21T14:12:38.947497,https://opensea.io/collection/creaturetoadz,0.0899,2715,8888,5706,2880.205289338025,true,topCollection200.md#creaturetoadz
Space Poggers,https://lh3.googleusercontent.com/zGVoMLgWpZV2ItUHF7_wxIHTQNykbEafS9WhNqLAlTe_R6MQ2-OmJDbYeTiG8SEU7oV7XC0wzWDzhN9ylo0S2stOA5gQsoESEBuqBg=s120,spacepoggers,2021-08-08T09:59:27.547256,https://opensea.io/collection/spacepoggers,0.034,2671,12441,3319,1988.6938499999999,true,topCollection200.md#space-poggers
BEEPLE - THE 5000 DAYS COLLECTION,https://lh3.googleusercontent.com/70lSl0rSb8dliLWlOJ9Iaay99yezabU46kTSNOopaw-nZTU2PFfJEwLquxcnkQGlSUkYMS2IZ5uy_gra_EKF1W1hs4PaAvvDngbCOw=s120,beeple-5000,2021-02-26T16:23:21.080553,https://opensea.io/collection/beeple-5000,20.0,2649,119,105,0,true,topCollection200.md#beeple---the-5000-days-collection
The Project URS,https://lh3.googleusercontent.com/Ddt7IduokA4JAx1J6albWjg4MSA0a5VADpQho8B-hlaRFX_EgvaztzU7IVcbMCnSWmWzm1YfEwxViUKeI9kmrGM6_a9AXuSZ1nUwAw=s120,theprojecturs,2021-09-10T16:45:00.432192,https://opensea.io/collection/theprojecturs,0.045,2637,9982,3711,750.2354743333334,true,topCollection200.md#the-project-urs
